rand_hmm after learning:
probList_rand_true size: 3504
fp	fn-15	fn-half-15	threshold
1.0E-4	0.7998000000000001	0.914	0.044043720222094934
2.0E-4	0.7998000000000001	0.914	0.044043720222094934
3.0E-4	0.7752	0.8985	0.04586835523538924
4.0E-4	0.7752	0.8985	0.04586835523538924
5.0E-4	0.7752	0.8985	0.04586835523538924
6.0E-4	0.6335	0.8156	0.05540898217470317
7.0E-4	0.6335	0.8156	0.05540898217470317
8.0E-4	0.6335	0.8156	0.05540898217470317
9.0E-4	0.37760000000000005	0.6103000000000001	0.07327987091861149
0.001	0.37760000000000005	0.6103000000000001	0.07327987091861149
0.002	0.30610000000000004	0.5307	0.07978382343697062
0.003	0.2673	0.47940000000000005	0.08388198924995462
0.004	0.18899999999999995	0.37939999999999996	0.09275929618112844
0.005	0.15869999999999995	0.33730000000000004	0.09698437388153468
0.006	0.1483	0.32499999999999996	0.0984697242532836
0.007	0.1452	0.3196	0.09899957021509596
0.008	0.14180000000000004	0.3176	0.09936014425038606
0.009	0.13349999999999995	0.3066	0.10071482404168304
0.01	0.12780000000000002	0.29579999999999995	0.10186072209086883
0.02	0.08089999999999997	0.21440000000000003	0.112265900334004
0.03	0.05279999999999996	0.15169999999999995	0.12252154911034772
0.04	0.04349999999999998	0.13219999999999998	0.12646490451266754
0.05	0.036599999999999966	0.11509999999999998	0.13055972073918376
0.06	0.03049999999999997	0.09830000000000005	0.13493405193093894
0.07	0.025900000000000034	0.08809999999999996	0.13781718440555663
0.08	0.022599999999999953	0.07430000000000003	0.1414751068037109
0.09	0.021499999999999964	0.0716	0.14281508655446382
0.1	0.018900000000000028	0.06279999999999997	0.14645095407057482
0.15	0.008700000000000041	0.03500000000000003	0.16308865279167098
0.2	0.0042999999999999705	0.02090000000000003	0.1762620947751373
0.25	0.0027000000000000357	0.014100000000000001	0.18550379415241938
0.3	0.0011999999999999789	0.010000000000000009	0.19595518472523066
0.35	9.000000000000119E-4	0.006700000000000039	0.20615712658969498
0.4	4.999999999999449E-4	0.0040999999999999925	0.2169463546692782
0.45	4.999999999999449E-4	0.0026000000000000467	0.22525513354016413
