51
4.1984232492520253E-26	1.2110722764152738E-4	7.020816548424511E-77	5.902964811874437E-14	4.823418972324411E-57	5.94493526380283E-4	9.840144534837553E-55	0.03648005216695009	3.854989668365582E-4	0.0	9.209451391912476E-30	5.452311185121074E-28	0.03557326721774191	4.791781983103543E-26	2.4403510374294644E-39	8.512005007046717E-35	0.011278995475270413	1.2866084810654404E-75	1.3540209992634725E-62	6.411015142129369E-48	1.1471475427511425E-57	1.1404834708557848E-22	0.18279706364980627	7.899492556977894E-7	0.0	6.940812279330379E-11	0.14647239851148908	0.11006495520955722	6.832614660669814E-34	0.0	1.083611780301303E-68	6.778632991928284E-89	6.856852083391552E-20	2.0929223695569559E-10	5.0990177669528735E-14	1.1937517083642807E-38	0.0	4.379671378262553E-116	2.908895508427198E-49	0.003521255665639605	1.5893708999389165E-26	1.223582491986541E-162	0.0073042994575559525	3.370465037510658E-59	1.4591502189375808E-45	7.992492229265306E-5	0.05200430551509125	4.6586302176275024E-123	2.975127990520764E-4	0.0	0.4130240794606314
4.956659360464979E-63	1.531518599470035E-5	1.1352452156706135E-81	0.0	9.713190466637009E-49	1.4884958950971478E-48	0.0	6.048424006872316E-76	0.0	0.0	8.952042521381176E-10	2.05017525507849E-35	0.9986820504475725	0.0	3.0322098875803414E-147	7.907434773981779E-38	4.720198724175324E-38	1.2451106355578708E-42	0.0	0.0	3.599766008198135E-97	5.9192568237335534E-5	5.963753530900603E-19	7.855119977816135E-52	0.0	7.693909081771938E-29	0.0	4.5335162686502757E-7	5.204909898912192E-175	0.0	4.238322203262151E-89	0.0	0.0	1.1500265255328665E-14	1.7383402398423243E-9	2.9684498440243364E-7	0.0	0.0	2.7826096177700935E-65	2.841344079968042E-5	0.0	2.558064166095918E-190	1.8535893682737404E-139	2.785539720478805E-109	8.955220726640411E-66	1.1061661337187858E-55	2.162424125607394E-85	2.2703550696283066E-109	9.062006436478517E-55	2.721776291959084E-75	0.0012142755272262996
0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8692757915635286E-160	0.0	0.0	0.0	0.0	0.0	0.22878883173107709	1.991492608040572E-126	0.0	4.185508439574107E-276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7712111682689228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.445498977372204E-69	0.0	0.0	0.0	1.9243337482821483E-117	0.0	0.0	0.0	2.204663021530625E-34	1.3619075999940536E-54	2.445370869836448E-37	0.0	0.0	0.0
2.4194498988876948E-80	0.0	0.0	0.01203430343936101	0.0	0.0	1.2037730107779323E-107	4.374013772596498E-22	1.214556975194842E-240	0.0	0.0	1.4352420206681494E-255	0.0	1.6308212070548262E-51	7.604055999191191E-84	2.3881601932414727E-105	2.716911503512468E-72	0.0	0.0	0.0	1.1467716726718893E-67	0.0	0.0	2.289765069123217E-62	1.0858574398688486E-49	0.0	9.554177355335352E-82	0.0	1.5201052605268956E-55	0.0	0.0	2.5071840071965145E-115	0.0	0.0	0.0	0.0	2.2595662214477294E-59	3.116087359498045E-30	4.803423234604099E-84	0.0	0.0	0.0	1.0053253118624533E-108	0.9879656965606387	6.1419281069966775E-83	1.0898481666289894E-80	1.8408676287015343E-110	0.0	1.0995678354541647E-101	0.0	1.3118928171041862E-99
1.3459823674014046E-69	0.3807729140827938	3.1575013605104264E-70	0.0	0.0011154515556103842	0.0	0.0	2.9021420369736065E-85	0.0	0.0	0.0033600993916764366	6.286248885241077E-10	2.1656650563589366E-5	0.0	0.0	5.012875110500259E-38	3.05437094987501E-41	0.026486922385236474	0.0	4.0176189488968675E-117	7.143423015526713E-37	4.385952130209668E-4	2.931366850881883E-9	0.09055801008237407	0.05680546092404945	0.2296598783420068	0.0	5.3119318670158104E-9	2.7615865101490602E-17	0.11044361749925895	0.0	1.0559844582109493E-64	0.0	4.7424497953201835E-6	4.008070269802616E-5	0.0025011328222057146	0.08013219368983994	0.0	1.2134809396425837E-71	2.4255397994548808E-9	0.0	2.8003122833599113E-84	8.76203159947888E-109	7.509988220177638E-50	1.320634736202665E-72	4.681997820113584E-161	5.463198988367762E-94	1.97363446108546E-114	7.589477217340369E-61	0.0	0.017659232911403186
0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0861073314218757E-176	0.0	0.0	0.0	0.0	0.0	3.1946375808168356E-72	6.912469114823925E-249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.474615346745158E-35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7696894415584289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2202422050758815E-56	6.056678479597211E-141	0.23031055844157108	0.0	0.0	0.0
2.4404735419051727E-74	7.494578012940285E-33	0.0	4.2669155731064693E-76	1.0546371047117445E-77	0.0	8.866168458239633E-241	5.150017940397037E-22	1.768296855765041E-30	2.16099309944156E-205	1.8557353954580214E-136	3.498400591519152E-71	1.5819912185555654E-28	1.2245942380490183E-74	3.30288354394905E-14	3.6623974237840506E-51	0.5509017280875694	3.9921447481032353E-53	0.0	2.244058959722409E-41	5.7057022208923474E-55	1.3694244663105958E-219	9.238727403144323E-234	1.8431222168279818E-39	0.0	2.8684904167536063E-31	1.8901284376416817E-98	5.10766966431142E-23	1.2129713008634832E-81	0.0	0.0	2.31341332389842E-140	0.0	6.674427822010269E-174	3.5500240949968988E-208	7.84089814102344E-127	0.0	4.0151838420612984E-75	1.876999495845017E-207	7.041180011016915E-26	0.0	8.513963952981729E-8	7.5376232365384675E-34	1.3485999257413054E-53	4.752077170235007E-78	0.4490981867727578	4.24144814011789E-102	5.264239049255431E-59	1.716417032279067E-188	0.0	1.1078800272635139E-21
1.4978560601514568E-18	5.842138038706681E-72	9.60136619519473E-139	0.04644564890696972	4.849357300921587E-111	1.1105156854173731E-57	1.0316607663979361E-69	0.7869186384204991	0.02109116540807014	0.0	1.1930848525893098E-75	1.0600004902002236E-88	5.540572879438701E-68	7.850293922968567E-54	3.593534410737985E-47	1.0502771480144521E-63	8.628479765019102E-30	2.709204874117935E-119	8.262621908611885E-120	8.647900984886182E-44	1.9226051646988178E-105	1.2265318728488492E-74	6.494065088353488E-66	8.364897058674612E-52	4.967958265638848E-72	6.194607839057875E-82	0.07716710032590707	1.032061824832913E-65	0.06837744693855471	0.0	2.4383910793074835E-68	9.065154492817261E-117	3.852235917413306E-43	9.677039122797142E-73	2.7740572109976224E-74	9.68711616581999E-71	1.835078428584015E-78	5.2978268742588964E-55	3.579578187928459E-22	4.100983737127625E-68	2.889396231214959E-107	5.0124209302881083E-141	9.023684823081665E-68	4.506078001312672E-64	1.1963981638431011E-30	6.382153961409698E-39	7.181873836301687E-46	1.8795187613526944E-167	2.346856423564317E-39	0.0	1.814187932264701E-41
7.740584421929348E-128	3.2198361937384146E-78	0.0	2.261818512719254E-183	3.363236013048248E-116	0.0	3.829030398506665E-220	2.1743254958473398E-64	1.4906543716672087E-66	5.24105280043E-313	6.809319144905441E-222	1.0515876918793626E-112	6.915159818534595E-73	7.416289766355858E-129	3.078603563251062E-72	1.1575900095702244E-89	4.68424669310064E-68	1.0269830956872147E-239	0.0	4.521399441541149E-80	1.367375142536967E-50	4.46155E-318	8.32323E-318	0.9743556414116242	0.0	2.2206422573225228E-73	1.8649887719111733E-174	2.0245049328100514E-62	3.4760512471887137E-97	0.0	0.0	0.0	0.0	7.604108136443967E-273	2.0351788247227E-311	1.3194124279698253E-180	0.0	1.0704873571553848E-205	3.720607705591335E-297	8.301488284126366E-67	0.0	1.056768285476005E-64	5.758637822298911E-72	0.025644358588375923	2.530453358047385E-142	8.738228980422307E-69	5.7548849674580525E-254	5.5433598699062295E-102	9.178298378290742E-272	0.0	1.929604103330902E-56
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5995089927963325E-98	0.0	0.0	5.119746654153414E-283	0.0	6.954530490937973E-36	0.0	0.0	0.0	0.0	1.0	3.52861331625852E-147	4.590756233538717E-122	0.0	0.0	6.116696275757879E-55	0.0	0.0	4.0144916758175443E-60	0.0	9.033434829017509E-213	0.0	0.0	1.7835739109555295E-159	1.029194148006549E-59	0.0	0.0	0.0	0.0	6.999529798351406E-43	0.0	0.0	5.047561202835474E-61	0.0	5.746309963295352E-150	0.0	0.0	0.0	3.7851695912481774E-54	1.2953906285325943E-32	0.0	0.0	0.0
