42
8.911431858329936E-39	6.798691707327302E-23	1.4734371947452316E-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1732333385573154E-32	0.7861553259151725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8837670276419642E-24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21384467408482977	0.0	0.0	0.0	1.396517165985678E-71
1.570854483306548E-10	0.9191866277334151	0.022035368573575884	1.7130706040698538E-142	0.0	0.0	7.07230291858357E-175	1.7523573734038044E-152	0.0	0.0	6.359113964247923E-143	8.610158550478435E-144	2.9045749048149708E-142	1.2365151988587144E-144	9.796849870721099E-195	9.637482272072989E-155	0.002255125246388848	0.05652287828953464	2.5972372450546477E-216	0.0	7.897210200447803E-143	8.541908911098139E-202	4.993407051074608E-166	6.746111073189927E-182	1.1616963835574055E-192	5.091329005378742E-184	1.4459416975915032E-179	8.497561849060643E-25	4.873625665373084E-145	0.0	2.6794907573786848E-151	3.117390781245321E-157	0.0	0.0	6.1017247270365805E-208	0.0	1.4112046864054829E-173	0.0	0.0	1.8218357735347237E-173	0.0	2.382596288386639E-45
1.9723299662297722E-10	7.655277932374587E-47	1.0134807036244136E-58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.458598535543308E-5	6.89790188673902E-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999915413817341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8326998963454244E-302	0.0	2.0198815725905125E-46
4.397381805710419E-36	6.813303982853971E-81	2.7400457653040086E-65	0.26693663013139246	3.1456220705242367E-34	3.118176616734045E-8	1.9255516343014358E-8	3.6854772125788615E-6	6.336821107588511E-17	0.0	2.2148770736351004E-7	7.283389400707657E-4	7.74144619734428E-8	4.813939475667874E-10	1.4228785850124003E-15	8.12464254915695E-13	4.299165109691166E-31	1.6110931709202579E-21	0.11570682067765281	0.03769493005730545	0.19404444997635192	4.093489364954676E-8	1.1142060241194292E-9	1.5317810111661258E-4	4.765838946411819E-12	1.9018401975031623E-7	1.1653479048016835E-4	6.690565613930186E-73	0.3846107173328533	4.2809907182970324E-8	4.088932422918254E-6	1.0074657940156282E-15	7.247865630725121E-18	0.0	7.076737174258652E-10	0.0	6.013522932277487E-12	0.0	0.0	4.4679491114254324E-17	0.0	2.594368216492943E-25
3.5512491539796544E-13	1.0330739888840719E-35	0.3030780158617215	0.007715635848793258	0.0	0.01393796918550038	1.4717965230053536E-21	0.21923023173380693	1.5910079492749076E-53	0.0	0.019705041288603155	0.17182811386706578	0.030675478401602216	2.0610598656918924E-4	2.664230488571476E-25	0.07076467535785473	0.02536623208139097	0.0	0.051855355474777015	0.04490902502754559	1.4990707373593024E-16	4.867128654148888E-48	3.314642171351251E-7	0.012203060980329049	3.790719812217173E-13	4.8662211389985014E-17	1.920990184935224E-18	0.0	0.018725139052086916	0.00979871914260161	8.66061299611356E-7	4.113626693845239E-12	3.1644872968863276E-9	0.0	1.489975015354185E-11	0.0	3.999108517780077E-16	0.0	0.0	1.8499619572279866E-30	0.0	7.826110403252706E-22
1.09183784559439E-155	8.117311138286047E-166	3.553028582260934E-129	3.5955528930858503E-62	0.0	1.4657947985567817E-89	9.55469298928606E-77	1.297052973418573E-69	1.0	5.532246158616224E-172	2.4525231400501697E-50	7.9321464680412E-57	1.0224589925717524E-51	6.47749166113767E-54	2.364721802374611E-92	4.015283782109471E-65	1.6031006868268574E-150	0.0	8.775414512435979E-80	1.4995900089899274E-20	5.551976390179328E-88	3.794434980544624E-95	2.234080469978109E-58	4.358803325723203E-74	1.2729819301325217E-81	1.3351634980966975E-72	4.680984893480703E-71	0.0	4.528471497786614E-72	3.3302257911408403E-23	7.434319515801172E-52	1.9742142291852418E-65	2.0292725126000721E-115	0.0	1.035204730564266E-86	1.2554709733246393E-144	1.166101602971533E-79	0.0	0.0	1.0768288718278966E-102	0.0	2.0611516311690782E-124
3.7643300420072726E-7	8.36328961202498E-47	8.4697012619017E-27	0.10351525545284575	8.272625111194019E-35	0.002075420005469874	0.7116375004120008	2.643973341533389E-4	4.2271110297943763E-29	0.0	3.3176866435820847E-21	3.9135027588704E-12	2.5365901397904375E-24	1.884377818258234E-27	0.14866451773759637	1.0531594394412861E-14	0.021708096975431208	2.704943497385867E-4	1.1370467536120403E-6	5.098415750789324E-10	8.640530398836117E-6	3.0131956240783053E-34	1.972109623542615E-15	5.948655882890326E-10	0.006072364143997501	3.466947727563773E-8	6.396429628865353E-8	2.0411634647762784E-57	8.223246513427129E-5	2.8937679680674406E-13	4.003558015853128E-16	2.7506008058827033E-14	1.2843910746620906E-11	0.0	2.14140503420838E-10	0.0	0.005699466168882642	0.0	0.0	4.638863972599203E-10	0.0	5.110109114618432E-10
2.8435111401673005E-65	3.3748598342767333E-108	4.671623928651713E-130	0.21498320898687173	1.6225969103222022E-28	0.0032194110055738683	6.42405002339817E-12	0.7596076300050368	3.2161718252103226E-14	0.0	2.0097562140416415E-4	9.981825768112106E-4	3.982968217610231E-6	1.6791265873250504E-9	7.68531275122591E-22	5.404312029088577E-10	7.151429971596034E-60	1.6280169663165245E-26	4.721354710465064E-7	2.89891061297704E-4	0.015563094016803449	2.6130756327503054E-10	1.6549958647075162E-8	6.111127856672936E-8	2.2179015092128858E-15	3.8177955739376964E-14	1.452642085604495E-6	1.0454479693123832E-69	9.355218179238502E-4	1.596266343981788E-13	0.004196096938094989	2.713940140698502E-14	5.87156940719107E-12	0.0	1.284391477415618E-13	0.0	6.962147940837684E-11	0.0	0.0	5.42518472467033E-24	0.0	6.912775351122116E-38
1.6178848677960393E-45	1.4111770623651057E-107	2.201749355158357E-56	3.032765395872545E-285	0.0	2.0458384209643457E-67	0.0	0.0	1.1380933663967124E-67	1.0	9.039409373014435E-155	3.999112677646078E-95	2.8028499239907155E-130	5.529749777531028E-123	0.0	0.0	1.882407948219878E-83	0.0	0.0	4.8406029884741876E-116	1.388277744348406E-102	0.0	4.000726751484032E-291	0.0	0.0	0.0	0.0	0.0	4.312390905850388E-158	8.786208014984238E-118	2.069535026759986E-251	0.0	1.1624912376845066E-72	0.0	0.0	4.8320722189475484E-34	0.0	0.0	0.0	0.0	0.0	1.2252401787731258E-124
9.745378379062468E-8	0.22009118645131695	3.504154797291353E-24	0.0	0.0	3.0948034904380726E-135	0.0	0.0	0.7245466583620573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055362057732841856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7487989828728734E-162	0.0	0.0	0.0	0.0	1.2435705924936873E-44	0.0	1.7573624134918428E-295	0.0	2.7456476998961555E-42
1.825232336108589E-110	5.638298200248666E-117	1.105281617994436E-147	0.002776429990910496	1.7809059338658897E-130	1.1296949720795167E-52	1.0881957528121311E-29	6.836249583924744E-18	1.2033075612871426E-39	0.0	0.011879625007978128	0.8768977400839425	0.04793157289123251	2.9754522663705767E-4	5.7100486044564315E-37	2.0101100477080964E-17	4.76212075917614E-106	4.075636609428746E-57	0.006637515172819733	0.03206360658809407	0.001346474721441815	1.488680468788429E-29	6.741493972172996E-11	1.7410268529453085E-4	5.397056962505147E-26	1.9706707105809209E-22	6.456312575040549E-22	1.5402674131153054E-141	8.587224890682034E-7	0.015672523601003047	0.004322005240742451	4.896819994279175E-19	3.127730052857746E-61	0.0	1.2764008276858623E-17	0.0	4.862653404607194E-29	0.0	0.0	5.170139549074569E-45	0.0	1.5140911806053964E-56
