23
0.0	0.0	0.0	0.0	0.0	0.9999999902934715	0.0	0.0	0.0	9.706527151337481E-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	4.1861185451520387E-29	1.684021870535965E-70	0.0	1.666456707055358E-133	2.053348259616959E-33	0.9876467391891571	9.426994715798465E-67	0.0	1.3021674682376895E-33	2.533465470791337E-57	0.0	1.9014089426965566E-80	0.0	0.012353260810842787	0.0	1.5961858638258686E-28	0.0	4.050083991577006E-90	0.0	4.6920221797315935E-108	7.861223313620954E-59	4.213831706507227E-60
3.292541465208361E-121	0.11812024567361575	2.0880275222009258E-76	0.0	0.0	0.6890477016184162	1.6878464263470417E-68	4.391197372729903E-77	0.0	0.09416184631316252	9.213470552304312E-87	0.0	4.311896324564022E-134	0.0	0.0	0.0	2.2707816666613624E-46	0.0	0.0986702063948068	0.0	1.6647651056504597E-146	0.0	1.8291313231879703E-75
0.0	7.451702240168281E-63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5567886181619641E-80	0.0	0.0	0.6663267097367109	0.0	0.0	0.3336732902632992	0.0	0.0	0.0	0.0	0.0	2.928744042599965E-78
0.0	9.158110455692411E-14	1.3596767363023468E-77	0.0	0.3677433579815306	0.225417365995661	0.3609622237875063	4.10331674995168E-46	0.0	1.0986770027298959E-11	1.4039662712680462E-9	0.0	2.2973866529195856E-137	0.0	0.04587705082025666	0.0	0.0	0.0	2.7355927629783864E-19	0.0	6.517741238005603E-298	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999998844427549	0.0	0.0	1.1555723912804323E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	7.5234236088627086E-65	2.2318067693667597E-103	1.3232138825689287E-127	4.082248003199915E-249	0.09070983672019506	4.731285690884718E-13	5.291772355604406E-116	0.0	0.5509894234196228	3.1551693338956033E-46	0.0	0.23289314810554604	0.0	0.0	4.887031825455093E-143	8.469873805366804E-195	1.1247047674454232E-129	0.11607137266873271	0.0	0.009336219085429523	7.99597945853497E-139	1.7955158713637898E-234
0.20684794028869305	1.4178548486717226E-108	2.177340839005438E-150	0.0	0.0	0.6316824707999317	1.1060690197520529E-110	0.0	0.0	0.16146872718530583	0.0	0.0	0.0	0.0	0.0	0.0	1.27369645794825E-146	0.0	8.617260686817051E-7	0.0	0.0	0.0	6.814066652849527E-112
0.0	2.0461811543978766E-4	0.19491049227472063	9.891221252404772E-23	0.17165131679143936	2.3128332242523716E-20	2.9874575602836624E-15	1.628544202753711E-84	0.0	9.401242972397387E-32	9.324515488255355E-77	0.0	6.224809871626105E-88	0.0	3.274042233941412E-10	0.03051614418550324	0.012571895810730746	5.257759497546526E-13	0.0	0.397823878545094	0.0	0.19232165394621942	2.9262982260036184E-12
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17431917680850706	0.0	0.0	0.8256808231914987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
