veri_prob	true_prob	false_prob	half_prob	num
0.048627221976196434	0.07385279503434342	0.026795044176332966	0.030043785254555276	10
0.3150625001884964	0.5389268579746054	0.06155788258513647	0.08428333105642458	10
0.35051246294185306	0.5810377963447354	0.056688143794423516	0.08096411036017012	10
0.36974940958108415	0.5948601431887373	0.045159370095331976	0.06856207117369083	10
0.38142950791540187	0.6004457540393806	0.03360332220329855	0.05476384520648094	10
0.3884408660320357	0.6032379640597734	0.024090410370806142	0.0424478929258939	10
0.39227684113928374	0.6048551411139278	0.017153995210733446	0.032776608835419586	10
0.39497180004188637	0.605911105218728	0.012395151167851181	0.025628551749116928	10
0.3972888399806146	0.6068090592460867	0.009112689637638617	0.02030906889926045	10
0.3995447837014208	0.6076947313631331	0.006854022640918408	0.016398923567858745	10
0.4018992886461704	0.6086363698312723	0.00531143572878809	0.013581786745142127	10
0.4040006071170228	0.6095217426597553	0.004232133727363129	0.011511024505472438	10
0.4058432598748789	0.610400024513953	0.0034743659593556046	0.00998649550529558	10
0.4076024862606231	0.611323467584856	0.002911258609148368	0.008806015890556204	10
0.40920044831226576	0.6122640540544448	0.0024591571024306217	0.007817063110352726	10
0.41057353002447156	0.6130295347243137	0.002095041895336494	0.006974761942984091	10
0.411888027574803	0.6138514166296951	0.0018078526019748812	0.0062675292182468745	10
0.4130758148758277	0.6147539755293716	0.0015816899461740073	0.00568119822331286	10
0.41402890189904884	0.6154492790081262	0.0014027289490146089	0.005197457496276066	10
0.4150503249449434	0.6160882044599255	0.0012557894151777604	0.004791792475724088	10
0.41596761729838094	0.6166436129680167	0.0011323340481179834	0.004444506897177407	10
0.4166717372094021	0.6169920063632619	0.0010279375472687963	0.0041388380435362785	10
0.4173441583518681	0.6172963234507332	9.411673190955913E-4	0.0038739135042806885	10
0.4179511994971836	0.6175439448986476	8.688906031821929E-4	0.0036452125531138023	10
0.4185189142751443	0.6177177263204676	8.086308522699117E-4	0.003446449505247318	10
0.4190953641517218	0.6178615886996167	7.557920853629787E-4	0.0032645920932391492	10
0.41972467307045375	0.6180300703562749	7.073697009871453E-4	0.003095642137491071	10
0.42049374979303356	0.6182706500141808	6.639734977936619E-4	0.0029420852471621255	10
0.4213625848172683	0.6186146325275281	6.26490534500178E-4	0.0028034410666142213	10
0.4220725183388131	0.6189001842649007	5.930540290519836E-4	0.002683865869497688	10
0.42281050790352015	0.6191890877421394	5.64875868790893E-4	0.0025749961996909157	10
0.42387628563414587	0.6197074758925335	5.407526637342612E-4	0.0024736515926580974	10
0.42499351983687	0.620337796785486	5.169616605131593E-4	0.0023761352285413618	10
0.4256529253225514	0.6207169431777743	4.944684486944055E-4	0.0022853541815049346	10
0.42612768558020075	0.620864352446741	4.736396782518211E-4	0.002201672145468281	10
0.42655900642333766	0.6210289960184322	4.5298268144139094E-4	0.0021193273961315597	10
0.42687974884619695	0.621243846993451	4.329961701558009E-4	0.0020460974596628024	10
0.42710128454815754	0.6214125041417982	4.149675317869646E-4	0.0019847229920910304	10
0.4272693885908817	0.6215182502027494	3.9900614553325345E-4	0.0019296871201988433	10
0.4274054160345834	0.6215893939604052	3.869990894590303E-4	0.001888753672282427	10
0.42753562476707796	0.6216564978076485	3.782284555022569E-4	0.0018560992630890615	10
0.4277300960473598	0.6217573378280057	3.707138530828612E-4	0.0018273697024104966	10
0.427967706878252	0.6219110809520412	3.6492334207808636E-4	0.001804231891101512	10
0.42816501390819567	0.6220503890893537	3.5963560005033155E-4	0.0017820476124617661	10
0.42834395423261673	0.622167810955532	3.545388967583094E-4	0.0017607328210332742	10
0.4284939146660971	0.6222675803888567	3.50316611022227E-4	0.0017438416523919142	10
0.4286179093845724	0.6223605682454103	3.463075392700789E-4	0.0017270383102271792	10
0.428729460753169	0.6224503914159307	3.42532961215083E-4	0.0017107464152619073	10
0.42883555507810955	0.622533321656587	3.3897144801339323E-4	0.0016951864992577185	10
0.4289465628359773	0.6226059258012477	3.356053252701227E-4	0.0016805174554860246	10
0.42906407214241266	0.6226699279954817	3.3238194761970745E-4	0.001666612615227112	10
0.4291765477089782	0.6227093786296338	3.2978978971254165E-4	0.0016548603554501784	10
0.42927945247195537	0.622748446277348	3.273320246529075E-4	0.0016430041596826902	10
0.4293670090786269	0.6227838548363559	3.251526300834264E-4	0.0016320876191038849	10
0.4294395900028153	0.6228148565386441	3.233245415168412E-4	0.0016224421876230122	10
0.4294994374268769	0.6228414223138046	3.2196376491969495E-4	0.0016138112905795532	10
0.4295483755571686	0.6228637841809623	3.2099911534639973E-4	0.0016058456235565576	10
0.4295889690053826	0.6228834048725339	3.200155873441279E-4	0.0015983552728193677	10
0.42963609625064514	0.6228939351646853	3.1931872411423447E-4	0.0015927513945780346	10
0.4297284381435932	0.6228970044434211	3.190386830857884E-4	0.0015875911291384347	10
0.42982278533287016	0.6228907611168883	3.188493425854269E-4	0.0015827753726732486	10
0.42987959404526627	0.6228814136878702	3.184217848052896E-4	0.00157840341018984	10
0.4299164992641565	0.6228724234493583	3.1786082777863307E-4	0.0015744598297132712	10
0.42994379527749027	0.6228638196699547	3.172314815866557E-4	0.0015708777391680484	10
0.42995633841124903	0.6228575291491187	3.1679995475862143E-4	0.0015689476324632252	10
0.42996530211054634	0.6228519943296653	3.163425722242921E-4	0.0015672079638322535	10
0.42996530211054634	0.6228519943296653	3.163425722242921E-4	0.0015672079638322535	10
0.42996530211054634	0.6228519943296653	3.163425722242921E-4	0.0015672079638322535	10
0.42996530211054634	0.6228519943296653	3.163425722242921E-4	0.0015672079638322535	10
