hmm after training:
probList_hmm_true size: 7725
fp	fn-15	fn-half-15	threshold
0.0	0.0039000000000000146	0.014599999999999946	0.20354329742697502
1.0E-4	0.0024999999999999467	0.010000000000000009	0.23571553398337683
2.0E-4	0.0014999999999999458	0.006299999999999972	0.27259364705833017
3.0E-4	0.0013999999999999568	0.006299999999999972	0.2731276688845346
4.0E-4	0.0010999999999999899	0.005600000000000049	0.28241648227443017
5.0E-4	0.0010999999999999899	0.005600000000000049	0.28241648227443017
6.0E-4	0.0010999999999999899	0.005499999999999949	0.2880507872586637
7.0E-4	0.0010999999999999899	0.005499999999999949	0.2880507872586637
8.0E-4	0.0010999999999999899	0.005499999999999949	0.2880507872586637
9.0E-4	0.0010999999999999899	0.005499999999999949	0.2880507872586637
0.001	0.0010999999999999899	0.005499999999999949	0.2880507872586637
0.002	0.0010999999999999899	0.005499999999999949	0.2880507872586637
0.003	0.0010999999999999899	0.005499999999999949	0.2880507872586637
0.004	0.0010999999999999899	0.005499999999999949	0.2880507872586637
0.005	0.0010999999999999899	0.005499999999999949	0.2880507872586637
0.006	7.000000000000339E-4	0.0046000000000000485	0.3051081110197259
0.007	7.000000000000339E-4	0.0046000000000000485	0.3051081110197259
0.008	7.000000000000339E-4	0.0046000000000000485	0.3051081110197259
0.009	7.000000000000339E-4	0.0046000000000000485	0.3051081110197259
0.01	7.000000000000339E-4	0.0046000000000000485	0.3051081110197259
0.02	4.999999999999449E-4	0.0036000000000000476	0.32862748445440426
0.03	2.9999999999996696E-4	0.0032999999999999696	0.34221879087533735
0.04	1.9999999999997797E-4	0.0031999999999999806	0.3516517031773222
0.05	1.9999999999997797E-4	0.0029000000000000137	0.376356841550904
0.06	1.9999999999997797E-4	0.0024999999999999467	0.3850082400899164
0.07	1.9999999999997797E-4	0.0024999999999999467	0.38677581920903337
0.08	1.9999999999997797E-4	0.0021999999999999797	0.39715759881766965
0.09	1.9999999999997797E-4	0.0021999999999999797	0.39737127527461785
0.1	1.9999999999997797E-4	0.0020000000000000018	0.40301126997720227
0.15	0.0	8.000000000000229E-4	0.4562691117422233
0.2	0.0	1.9999999999997797E-4	0.4838062571914647
0.25	0.0	1.9999999999997797E-4	0.5009486996842907
0.3	0.0	1.9999999999997797E-4	0.5185671418893179
0.35	0.0	9.999999999998899E-5	0.5354145835012295
0.4	0.0	9.999999999998899E-5	0.5438894022721746
0.45	0.0	9.999999999998899E-5	0.5530814191681209
0.5	0.0	9.999999999998899E-5	0.5637787860285088
hmm after 5 iterations:
probList_hmm_true size: 7725
fp	fn-15	fn-half-15	threshold
0.0	0.018100000000000005	0.07609999999999995	0.21657656506195697
1.0E-4	0.01629999999999998	0.07079999999999997	0.22075880763117622
2.0E-4	0.014499999999999957	0.06269999999999998	0.22784393092625546
3.0E-4	0.012599999999999945	0.05410000000000004	0.23711388409614687
4.0E-4	0.008900000000000019	0.03869999999999996	0.2561831016937424
5.0E-4	0.008900000000000019	0.03869999999999996	0.2561831016937424
6.0E-4	0.008900000000000019	0.03820000000000001	0.2564621863837535
7.0E-4	0.008900000000000019	0.03820000000000001	0.2564621863837535
8.0E-4	0.008900000000000019	0.03820000000000001	0.2564621863837535
9.0E-4	0.008900000000000019	0.03820000000000001	0.2564621863837535
0.001	0.008900000000000019	0.03820000000000001	0.2564621863837535
0.002	0.008900000000000019	0.03820000000000001	0.2564621863837535
0.003	0.008900000000000019	0.03820000000000001	0.2564621863837535
0.004	0.008900000000000019	0.03820000000000001	0.2564621863837535
0.005	0.008900000000000019	0.03820000000000001	0.2564621863837535
0.006	0.008900000000000019	0.03820000000000001	0.2564621863837535
0.007	0.007000000000000006	0.03090000000000004	0.2682243177056002
0.008	0.005900000000000016	0.027100000000000013	0.27438550979017273
0.009	0.005299999999999971	0.025000000000000022	0.2785375345421855
0.01	0.005299999999999971	0.025000000000000022	0.2785375345421855
0.02	0.005199999999999982	0.0242	0.2800823678259184
0.03	0.0044999999999999485	0.021700000000000053	0.287069554625344
0.04	0.0043999999999999595	0.021499999999999964	0.2880507872586637
0.05	0.0037000000000000366	0.019100000000000006	0.29274377354854203
0.06	0.0033999999999999586	0.017900000000000027	0.2960499697124236
0.07	0.0033999999999999586	0.01770000000000005	0.2963193967123937
0.08	7.000000000000339E-4	0.006399999999999961	0.3539514862514177
0.09	7.000000000000339E-4	0.006000000000000005	0.3576717096249195
0.1	7.000000000000339E-4	0.005600000000000049	0.3596424294856502
0.15	0.0	8.000000000000229E-4	0.45137569879779227
0.2	0.0	7.000000000000339E-4	0.45748840744449853
0.25	0.0	4.999999999999449E-4	0.467122155920449
0.3	0.0	3.9999999999995595E-4	0.47947818600507736
0.35	0.0	3.9999999999995595E-4	0.4819626233422522
0.4	0.0	2.9999999999996696E-4	0.49010167274977084
0.45	0.0	2.9999999999996696E-4	0.49827175314805117
0.5	0.0	2.9999999999996696E-4	0.5072233706976379
hmm after 10 iterations:
probList_hmm_true size: 6953
fp	fn-15	fn-half-15	threshold
0.0	0.00188888888888894	0.01055555555555554	0.25892443443105156
1.0E-4	0.00188888888888894	0.009444444444444478	0.2651201274340179
2.0E-4	0.00188888888888894	0.009444444444444478	0.2651201274340179
3.0E-4	0.00188888888888894	0.009444444444444478	0.2651201274340179
4.0E-4	0.00188888888888894	0.009444444444444478	0.2651201274340179
5.0E-4	0.00188888888888894	0.009444444444444478	0.2651201274340179
6.0E-4	0.00188888888888894	0.009444444444444478	0.2651201274340179
7.0E-4	0.00188888888888894	0.009444444444444478	0.2651201274340179
